comp,units,core_units,core_items,core_traits,main_carry,main_tank,games,avg_place,top4_rate,win_rate,stability_score
Akali+Belveth+Briar+Diana+Jinx+Kindred+Maokai+RekSai,"Akali,Belveth,Briar,Diana,Jinx,Kindred,Maokai,RekSai","Akali,Belveth,Briar,Diana,Jinx,Kindred,Maokai,RekSai","Item_Deathblade,Item_LastWhisper,Item_MadredsBloodrazor,Item_Quicksilver,Item_RunaansHurricane,Item_GargoyleStoneplate,Item_SteraksGage,Item_WarmogsArmor,Item_PowerGauntlet,Item_RedBuff,Item_FrozenHeart,Item_GuardianAngel","Primordian:2,DRX:1,HPTank:1,MeleeTrait:1,ASTrait:3,ASTrait:4,ADMIN:1,AnimaSquad:1,AssassinTrait:1,DRX:2,HPTank:2,MeleeTrait:2",Belveth,RekSai,20,3.8,60.0,0.0,111.0
Belveth+Fiora+Gragas+Kindred+Maokai+MasterYi+Shen+TahmKench+Urgot,"Belveth,Fiora,Gragas,Kindred,Maokai,MasterYi,Shen,TahmKench,Urgot","Belveth,Fiora,Gragas,Kindred,Maokai,MasterYi,Shen,TahmKench,Urgot","Item_GuardianAngel,Item_MadredsBloodrazor,Item_LastWhisper,Item_WarmogsArmor,Item_Quicksilver,Item_GuinsoosRageblade,Item_Deathblade,Item_SteraksGage,Item_RunaansHurricane,Item_RapidFireCannon,Item_ThiefsGloves,Item_GargoyleStoneplate","DRX:1,FioraUniqueTrait:1,HPTank:2,PsyOps:1,ShenUniqueTrait:1,TahmKenchUniqueTrait:1,MeleeTrait:2,ASTrait:1,ResistTank:1,ASTrait:2,SpaceGroove:1,ASTrait:3",Kindred,TahmKench,45,4.13,60.0,8.89,110.75
Bard+Blitzcrank+Illaoi+Karma+Mordekaiser+Morgana+Nunu+Sona,"Bard,Blitzcrank,Illaoi,Karma,Mordekaiser,Morgana,Nunu,Sona","Bard,Blitzcrank,Illaoi,Karma,Mordekaiser,Morgana,Nunu,Sona","Item_JeweledGauntlet,Item_StatikkShiv,Item_GargoyleStoneplate,Item_FrozenHeart,Item_WarmogsArmor,Item_MadredsBloodrazor,Item_Morellonomicon,Item_RabadonsDeathcap,Item_AdaptiveHelm,Item_PowerGauntlet,Item_SpearOfShojin,Item_ThiefsGloves","BlitzcrankUniqueTrait:1,SonaUniqueTrait:1,SpaceGroove:1,DarkStar:1,ManaTrait:1,MorganaUniqueTrait:1,ShieldTank:2,FlexTrait:1,Astronaut:1,PsyOps:1,FlexTrait:2,ShieldTank:3",Bard,Morgana,144,4.6,48.61,4.17,110.35
Bard+Blitzcrank+Illaoi+Karma+Leona+Mordekaiser+Sona+Vex,"Bard,Blitzcrank,Illaoi,Karma,Leona,Mordekaiser,Sona,Vex","Bard,Blitzcrank,Illaoi,Karma,Leona,Mordekaiser,Sona,Vex","Item_GargoyleStoneplate,Item_GuinsoosRageblade,Item_JeweledGauntlet,Item_StatikkShiv,Item_WarmogsArmor,Item_MadredsBloodrazor,Item_RabadonsDeathcap,Item_Morellonomicon,Item_AdaptiveHelm,Item_ThiefsGloves,Item_SpearOfShojin,Item_PowerGauntlet","BlitzcrankUniqueTrait:1,DarkStar:1,ManaTrait:1,ShieldTank:2,SonaUniqueTrait:1,SpaceGroove:1,VexUniqueTrait:1,FlexTrait:1,PsyOps:1,ADMIN:1,FlexTrait:2,Astronaut:1",Vex,Leona,84,4.31,53.57,5.95,109.62
Galio+Illaoi+Karma+Leblanc+Lissandra+Morgana+Nunu+Sona,"Galio,Illaoi,Karma,Leblanc,Lissandra,Morgana,Nunu,Sona","Galio,Illaoi,Karma,Leblanc,Lissandra,Morgana,Nunu,Sona","Item_WarmogsArmor,Item_GargoyleStoneplate,Item_GuinsoosRageblade,Item_StatikkShiv,Item_JeweledGauntlet,Item_FrozenHeart,Item_MadredsBloodrazor,Item_Morellonomicon,Item_AdaptiveHelm,Item_RabadonsDeathcap,Item_Crownguard,Item_SpearOfShojin","DarkStar:1,MorganaUniqueTrait:1,ShieldTank:1,SonaUniqueTrait:1,FlexTrait:2,FlexTrait:3,ADMIN:1,PsyOps:1",Leblanc,Morgana,24,4.08,62.5,4.17,108.18
AurelionSol+Bard+Illaoi+Karma+Leona+Mordekaiser+Nunu+Sona,"AurelionSol,Bard,Illaoi,Karma,Leona,Mordekaiser,Nunu,Sona","AurelionSol,Bard,Illaoi,Karma,Leona,Mordekaiser,Nunu,Sona","Item_JeweledGauntlet,Item_StatikkShiv,Item_MadredsBloodrazor,Item_GargoyleStoneplate,Item_RabadonsDeathcap,Item_WarmogsArmor,Item_FrozenHeart,Item_Morellonomicon,Item_PowerGauntlet,Item_AdaptiveHelm,Item_HextechGunblade,Item_NightHarvester","DarkStar:1,ManaTrait:2,ShieldTank:2,SonaUniqueTrait:1,FlexTrait:1,FlexTrait:2",AurelionSol,Leona,22,4.05,59.09,4.55,107.39
Illaoi+Karma+Leblanc+Lissandra+Morgana+Nunu+Sona+Teemo,"Illaoi,Karma,Leblanc,Lissandra,Morgana,Nunu,Sona,Teemo","Illaoi,Karma,Leblanc,Lissandra,Morgana,Nunu,Sona,Teemo","Item_SummonTraitEmblemItem,Item_GuinsoosRageblade,Item_JeweledGauntlet,Item_GargoyleStoneplate,Item_WarmogsArmor,Item_StatikkShiv,Item_MadredsBloodrazor,Item_Morellonomicon,Item_FrozenHeart,Item_AdaptiveHelm,Item_SpearOfShojin,Item_RapidFireCannon","DarkStar:1,MorganaUniqueTrait:1,ShieldTank:1,SonaUniqueTrait:1,SpaceGroove:1,FlexTrait:1,FlexTrait:2,ADMIN:1,PsyOps:1,Stargazer_Mountain:2",Leblanc,Morgana,31,4.1,54.84,6.45,106.59
Belveth+Fiora+Gragas+Kindred+Maokai+MasterYi+Sona+TahmKench+Urgot,"Belveth,Fiora,Gragas,Kindred,Maokai,MasterYi,Sona,TahmKench,Urgot","Belveth,Fiora,Gragas,Kindred,Maokai,MasterYi,Sona,TahmKench,Urgot","Item_GuardianAngel,Item_MadredsBloodrazor,Item_PsyOpsEmblemItem,Item_LastWhisper,Item_FrozenHeart,Item_Quicksilver,Item_WarmogsArmor,Item_Deathblade,Item_RedBuff,Item_Redemption,Item_RunaansHurricane,Item_SteraksGage","DRX:1,FioraUniqueTrait:1,MeleeTrait:2,SonaUniqueTrait:1,TahmKenchUniqueTrait:1,HPTank:2,ASTrait:1,PsyOps:2,PsyOps:1,Primordian:1,ASTrait:2,SpaceGroove:1",MasterYi,TahmKench,42,4.17,54.76,2.38,105.59
Bard+Illaoi+Lissandra+Mordekaiser+Poppy+Rammus+Rhaast+Veigar,"Bard,Illaoi,Lissandra,Mordekaiser,Poppy,Rammus,Rhaast,Veigar","Bard,Illaoi,Lissandra,Mordekaiser,Poppy,Rammus,Rhaast,Veigar","Item_Leviathan,Item_GargoyleStoneplate,Item_JeweledGauntlet,Item_SpearOfShojin,Item_DragonsClaw,Item_StatikkShiv,Item_WarmogsArmor,Item_ThiefsGloves,Item_NightHarvester,Item_Morellonomicon,Item_RabadonsDeathcap,Item_AdaptiveHelm","APTrait:1,DarkStar:1,ManaTrait:1,ResistTank:1,RhaastUniqueTrait:1,ShieldTank:1,Astronaut:2,Astronaut:3,FlexTrait:1",Veigar,Rammus,22,4.14,59.09,4.55,105.57
Belveth+Fiora+Gragas+Kindred+Maokai+MasterYi+Pantheon+TahmKench+Urgot,"Belveth,Fiora,Gragas,Kindred,Maokai,MasterYi,Pantheon,TahmKench,Urgot","Belveth,Fiora,Gragas,Kindred,Maokai,MasterYi,Pantheon,TahmKench,Urgot","Item_GuardianAngel,Item_HPTankEmblemItem,Item_MadredsBloodrazor,Item_LastWhisper,Item_FrozenHeart,Item_GargoyleStoneplate,Item_GuinsoosRageblade,Item_WarmogsArmor,Item_RunaansHurricane,Item_RapidFireCannon,Item_Redemption,Item_Deathblade","FioraUniqueTrait:1,MeleeTrait:2,PsyOps:1,TahmKenchUniqueTrait:1,DRX:1,HPTank:3,ASTrait:1,ASTrait:2,ASTrait:3,Timebreaker:1,HPTank:2,FlexTrait:1",MasterYi,TahmKench,33,4.24,57.58,6.06,104.95
Bard+Blitzcrank+Illaoi+Karma+Mordekaiser+Nunu+Pyke+Sona,"Bard,Blitzcrank,Illaoi,Karma,Mordekaiser,Nunu,Pyke,Sona","Bard,Blitzcrank,Illaoi,Karma,Mordekaiser,Nunu,Pyke,Sona","Item_JeweledGauntlet,Item_StatikkShiv,Item_FrozenHeart,Item_MadredsBloodrazor,Item_AdaptiveHelm,Item_SpearOfShojin,Item_WarmogsArmor,Item_RabadonsDeathcap,Item_GargoyleStoneplate,Item_Morellonomicon,Item_PowerGauntlet,Item_ThiefsGloves","BlitzcrankUniqueTrait:1,DarkStar:1,ManaTrait:1,ShieldTank:2,SonaUniqueTrait:1,SpaceGroove:1,PsyOps:1,FlexTrait:2,FlexTrait:3,PsyOps:2,Astronaut:1",Bard,Nunu,55,4.31,52.73,5.45,104.8
Chogath+Galio+Jhin+Kaisa+Karma+Lissandra+Mordekaiser+Pantheon,"Chogath,Galio,Jhin,Kaisa,Karma,Lissandra,Mordekaiser,Pantheon","Chogath,Galio,Jhin,Kaisa,Karma,Lissandra,Mordekaiser,Pantheon","Item_WarmogsArmor,Item_JeweledGauntlet,Item_AdaptiveHelm,Item_FrozenHeart,Item_StatikkShiv,Item_MadredsBloodrazor,Item_SpearOfShojin,Item_GargoyleStoneplate,Item_Redemption,Item_RapidFireCannon,Item_InfinityEdge,Item_Leviathan","APTrait:1,DarkStar:3,HPTank:1,JhinUniqueTrait:1,FlexTrait:1,FlexTrait:2,RangedTrait:1,FlexTrait:3,Timebreaker:1,ShieldTank:1",Chogath,Chogath,36,4.33,58.33,5.56,103.73
Bard+Blitzcrank+Illaoi+Karma+Leona+Mordekaiser+Morgana+Sona,"Bard,Blitzcrank,Illaoi,Karma,Leona,Mordekaiser,Morgana,Sona","Bard,Blitzcrank,Illaoi,Karma,Leona,Mordekaiser,Morgana,Sona","Item_GargoyleStoneplate,Item_JeweledGauntlet,Item_StatikkShiv,Item_WarmogsArmor,Item_Morellonomicon,Item_RabadonsDeathcap,Item_MadredsBloodrazor,Item_PowerGauntlet,Item_SpearOfShojin,Item_FrozenHeart,Item_AdaptiveHelm,Item_ThiefsGloves","BlitzcrankUniqueTrait:1,DarkStar:1,ManaTrait:1,ShieldTank:2,SonaUniqueTrait:1,SpaceGroove:1,FlexTrait:1,MorganaUniqueTrait:1,ADMIN:1,FlexTrait:3,PsyOps:1",Bard,Leona,24,4.33,54.17,12.5,102.35
AurelionSol+Galio+Karma+Mordekaiser+Morgana+Nunu+Rhaast,"AurelionSol,Galio,Karma,Mordekaiser,Morgana,Nunu,Rhaast","AurelionSol,Galio,Karma,Mordekaiser,Morgana,Nunu,Rhaast","Item_GargoyleStoneplate,Item_JeweledGauntlet,Item_StatikkShiv,Item_RabadonsDeathcap,Item_SteraksGage,Item_Morellonomicon,Item_Redemption,Item_WarmogsArmor,Item_AdaptiveHelm,Item_MadredsBloodrazor,Item_FrozenHeart,Item_SpearOfShojin","DarkStar:1,FlexTrait:1,ManaTrait:1,MorganaUniqueTrait:1,RhaastUniqueTrait:1,ShieldTank:1,Mecha:2,Mecha:1",AurelionSol,Galio,25,4.4,56.0,8.0,100.55
Aatrox+Akali+Blitzcrank+Fiora+Morgana+Nunu+Rhaast+Shen+Vex,"Aatrox,Akali,Blitzcrank,Fiora,Morgana,Nunu,Rhaast,Shen,Vex","Aatrox,Akali,Blitzcrank,Fiora,Morgana,Nunu,Rhaast,Shen,Vex","Item_GuinsoosRageblade,Item_ThiefsGloves,Item_FrozenHeart,Item_WarmogsArmor,Item_GargoyleStoneplate,Item_MadredsBloodrazor,Item_Quicksilver,Item_GuardianAngel,Item_RapidFireCannon,Item_PowerGauntlet,Item_SteraksGage,Item_AdaptiveHelm","BlitzcrankUniqueTrait:1,DRX:1,FioraUniqueTrait:1,MeleeTrait:1,MorganaUniqueTrait:1,ResistTank:1,RhaastUniqueTrait:1,ShenUniqueTrait:1,ShieldTank:1,SpaceGroove:1,VexUniqueTrait:1",Vex,Nunu,24,4.33,45.83,16.67,100.27
Aatrox+Akali+Blitzcrank+Fiora+Graves+Morgana+Rhaast+Shen+Vex,"Aatrox,Akali,Blitzcrank,Fiora,Graves,Morgana,Rhaast,Shen,Vex","Aatrox,Akali,Blitzcrank,Fiora,Graves,Morgana,Rhaast,Shen,Vex","Item_ThiefsGloves,Item_GuinsoosRageblade,Item_MadredsBloodrazor,Item_FrozenHeart,Item_GargoyleStoneplate,Item_Quicksilver,Item_RapidFireCannon,Item_WarmogsArmor,Item_AdaptiveHelm,Item_GuardianAngel,Item_Deathblade,Item_PowerGauntlet","BlitzcrankUniqueTrait:1,DRX:1,FioraUniqueTrait:1,GravesTrait:1,MeleeTrait:1,MorganaUniqueTrait:1,ResistTank:1,RhaastUniqueTrait:1,ShenUniqueTrait:1,SpaceGroove:1,VexUniqueTrait:1,ShieldTank:1",Vex,Morgana,52,4.58,48.08,15.38,100.11
Bard+Corki+Fizz+Galio+Milio+Poppy+Rammus+Riven,"Bard,Corki,Fizz,Galio,Milio,Poppy,Rammus,Riven","Bard,Corki,Fizz,Galio,Milio,Poppy,Rammus,Riven","Item_Deathblade,Item_LastWhisper,Item_GargoyleStoneplate,Item_AstronautEmblemItem,Item_FrozenHeart,Item_PowerGauntlet,Item_SteraksGage,Item_WarmogsArmor,Item_Crownguard,Item_Morellonomicon,Item_AssassinTraitEmblemItem,Item_Redemption","Fateweaver:1,ResistTank:1,Timebreaker:1,Astronaut:3,FlexTrait:1,AssassinTrait:1,AssassinTrait:2,Astronaut:2,FlexTrait:2,Timebreaker:2,AssassinTrait:3,Timebreaker:3",Corki,Rammus,34,4.41,52.94,2.94,98.92
Aatrox+Akali+Belveth+Briar+Jinx+Kindred+Maokai+RekSai,"Aatrox,Akali,Belveth,Briar,Jinx,Kindred,Maokai,RekSai","Aatrox,Akali,Belveth,Briar,Jinx,Kindred,Maokai,RekSai","Item_Quicksilver,Item_Deathblade,Item_MadredsBloodrazor,Item_RapidFireCannon,Item_WarmogsArmor,Item_DRXEmblemItem,Item_GargoyleStoneplate,Item_FrozenHeart,Item_GuinsoosRageblade,Item_PowerGauntlet,Item_Redemption,Item_ThiefsGloves","HPTank:1,MeleeTrait:1,Primordian:2,ASTrait:2,DRX:2,DRX:1,ASTrait:3,AssassinTrait:1,ResistTank:1,AssassinTrait:2,AnimaSquad:1,SpaceGroove:1",Belveth,RekSai,20,4.5,50.0,5.0,94.5
Aatrox+Belveth+Maokai+MissFortune+Ornn+Rhaast+Urgot,"Aatrox,Belveth,Maokai,MissFortune,Ornn,Rhaast,Urgot","Aatrox,Belveth,Maokai,MissFortune,Ornn,Rhaast,Urgot","Item_Deathblade,Item_InfinityEdge,Item_GuinsoosRageblade,Item_GargoyleStoneplate,Item_WarmogsArmor,Item_Redemption,Item_MadredsBloodrazor,Item_Quicksilver,Item_RedBuff,Item_SteraksGage,Item_FrozenHeart,Item_Crownguard","DRX:1,MissFortuneUniqueTrait:1,RhaastUniqueTrait:1,SpaceGroove:1,HPTank:1,MeleeTrait:1,ResistTank:1,ASTrait:1,ASTrait:2,Primordian:1,ASTrait:3,TFTEvent5YR_TheCrew:2",MissFortune,Ornn,225,5.48,29.78,1.33,92.62
Akali+Belveth+Briar+Jinx+Maokai+RekSai+Rhaast,"Akali,Belveth,Briar,Jinx,Maokai,RekSai,Rhaast","Akali,Belveth,Briar,Jinx,Maokai,RekSai,Rhaast","Item_Deathblade,Item_LastWhisper,Item_Quicksilver,Item_MadredsBloodrazor,Item_Crownguard,Item_RapidFireCannon,Item_WarmogsArmor,Item_RunaansHurricane,Item_SteraksGage,Item_GargoyleStoneplate,Item_ThiefsGloves,Item_UnstableConcoction","DRX:1,HPTank:1,MeleeTrait:1,Primordian:2,RhaastUniqueTrait:1,ASTrait:1,ASTrait:2,AssassinTrait:1,AnimaSquad:1,TFTEvent5YR_Empress:2,TFTEvent5YR_Overlord:1,TFTEvent5YR_Conqueror:2",Jinx,RekSai,166,5.34,32.53,1.2,91.53
Bard+Illaoi+Karma+Leona+Mordekaiser+Nunu+Sona+Vex,"Bard,Illaoi,Karma,Leona,Mordekaiser,Nunu,Sona,Vex","Bard,Illaoi,Karma,Leona,Mordekaiser,Nunu,Sona,Vex","Item_GuinsoosRageblade,Item_JeweledGauntlet,Item_GargoyleStoneplate,Item_StatikkShiv,Item_WarmogsArmor,Item_FrozenHeart,Item_RabadonsDeathcap,Item_Morellonomicon,Item_MadredsBloodrazor,Item_AdaptiveHelm,Item_SpearOfShojin,Item_RapidFireCannon","ManaTrait:1,ShieldTank:2,SonaUniqueTrait:1,VexUniqueTrait:1,DarkStar:1,FlexTrait:1,ADMIN:1,FlexTrait:2,SpaceGroove:1,PsyOps:1,BlitzcrankUniqueTrait:1",Vex,Leona,58,4.78,41.38,5.17,91.29
Bard+Blitzcrank+Illaoi+Karma+Leona+Mordekaiser+Rhaast+Sona,"Bard,Blitzcrank,Illaoi,Karma,Leona,Mordekaiser,Rhaast,Sona","Bard,Blitzcrank,Illaoi,Karma,Leona,Mordekaiser,Rhaast,Sona","Item_GargoyleStoneplate,Item_StatikkShiv,Item_JeweledGauntlet,Item_Morellonomicon,Item_RabadonsDeathcap,Item_MadredsBloodrazor,Item_PowerGauntlet,Item_WarmogsArmor,Item_AdaptiveHelm,Item_SpearOfShojin,Item_FrozenHeart,Item_ThiefsGloves","BlitzcrankUniqueTrait:1,DarkStar:1,FlexTrait:1,ManaTrait:1,RhaastUniqueTrait:1,ShieldTank:2,SonaUniqueTrait:1,SpaceGroove:1",Leona,Leona,25,4.6,48.0,0.0,90.95
Aatrox+Akali+Fiora+Graves+Maokai+Morgana+Shen+TahmKench+Vex,"Aatrox,Akali,Fiora,Graves,Maokai,Morgana,Shen,TahmKench,Vex","Aatrox,Akali,Fiora,Graves,Maokai,Morgana,Shen,TahmKench,Vex","Item_GuinsoosRageblade,Item_ThiefsGloves,Item_Quicksilver,Item_FrozenHeart,Item_MadredsBloodrazor,Item_GargoyleStoneplate,Item_SteraksGage,Item_Deathblade,Item_WarmogsArmor,Item_GuardianAngel,Item_PowerGauntlet,Item_Redemption","FioraUniqueTrait:1,GravesTrait:1,HPTank:1,MeleeTrait:1,MorganaUniqueTrait:1,ResistTank:1,ShenUniqueTrait:1,TahmKenchUniqueTrait:1,VexUniqueTrait:1,DRX:1,TFTEvent5YR_Conqueror:2,TFTEvent5YR_Mountain:1",Vex,Morgana,71,4.9,38.03,5.63,89.52
Belveth+Fiora+Gragas+Kindred+Maokai+MasterYi+TahmKench+Urgot,"Belveth,Fiora,Gragas,Kindred,Maokai,MasterYi,TahmKench,Urgot","Belveth,Fiora,Gragas,Kindred,Maokai,MasterYi,TahmKench,Urgot","Item_GuardianAngel,Item_MadredsBloodrazor,Item_LastWhisper,Item_Quicksilver,Item_GuinsoosRageblade,Item_WarmogsArmor,Item_RunaansHurricane,Item_Redemption,Item_FrozenHeart,Item_RapidFireCannon,Item_RedBuff,Item_Deathblade","DRX:1,FioraUniqueTrait:1,TahmKenchUniqueTrait:1,PsyOps:1,MeleeTrait:2,HPTank:2,ASTrait:1,ASTrait:2,Primordian:1,HPTank:3,MeleeTrait:3,SpaceGroove:1",MasterYi,TahmKench,259,5.63,26.64,3.86,89.15
Chogath+Galio+Jhin+Kaisa+Karma+Lissandra+Mordekaiser+Nunu+TahmKench,"Chogath,Galio,Jhin,Kaisa,Karma,Lissandra,Mordekaiser,Nunu,TahmKench","Chogath,Galio,Jhin,Kaisa,Karma,Lissandra,Mordekaiser,Nunu,TahmKench","Item_WarmogsArmor,Item_GargoyleStoneplate,Item_FrozenHeart,Item_InfinityEdge,Item_LastWhisper,Item_MadredsBloodrazor,Item_AdaptiveHelm,Item_RabadonsDeathcap,Item_StatikkShiv,Item_PowerGauntlet,Item_RapidFireCannon,Item_SpearOfShojin","DarkStar:3,HPTank:1,JhinUniqueTrait:1,ShieldTank:1,TahmKenchUniqueTrait:1,FlexTrait:1,FlexTrait:2",Jhin,TahmKench,20,4.85,50.0,10.0,89.0
Bard+Blitzcrank+Illaoi+Karma+Mordekaiser+Nunu+Sona+Viktor,"Bard,Blitzcrank,Illaoi,Karma,Mordekaiser,Nunu,Sona,Viktor","Bard,Blitzcrank,Illaoi,Karma,Mordekaiser,Nunu,Sona,Viktor","Item_JeweledGauntlet,Item_StatikkShiv,Item_RabadonsDeathcap,Item_FrozenHeart,Item_WarmogsArmor,Item_GargoyleStoneplate,Item_Morellonomicon,Item_SpearOfShojin,Item_MadredsBloodrazor,Item_PsyOps_SympatheticImplantMod,Item_AdaptiveHelm,Item_PowerGauntlet","BlitzcrankUniqueTrait:1,DarkStar:1,ManaTrait:2,PsyOps:1,ShieldTank:2,SonaUniqueTrait:1,SpaceGroove:1,FlexTrait:1,FlexTrait:2",Bard,Nunu,27,4.78,48.15,0.0,87.75
Corki+Fizz+Galio+Milio+Poppy+Rammus+Riven,"Corki,Fizz,Galio,Milio,Poppy,Rammus,Riven","Corki,Fizz,Galio,Milio,Poppy,Rammus,Riven","Item_Deathblade,Item_LastWhisper,Item_GargoyleStoneplate,Item_WarmogsArmor,Item_SteraksGage,Item_FrozenHeart,Item_Crownguard,Item_Morellonomicon,Item_PowerGauntlet,Item_MadredsBloodrazor,Item_Bloodthirster,Item_Redemption","Fateweaver:1,ResistTank:1,Astronaut:2,FlexTrait:1,Timebreaker:1,AssassinTrait:1,AssassinTrait:2,FlexTrait:2,Timebreaker:2,SpaceGroove:1,Astronaut:3,Timebreaker:3",Corki,Rammus,471,5.66,25.9,0.64,87.43
Akali+Belveth+Gragas+Kindred+Maokai+MasterYi+Rhaast+TahmKench+Urgot,"Akali,Belveth,Gragas,Kindred,Maokai,MasterYi,Rhaast,TahmKench,Urgot","Akali,Belveth,Gragas,Kindred,Maokai,MasterYi,Rhaast,TahmKench,Urgot","Item_MadredsBloodrazor,Item_GuardianAngel,Item_Quicksilver,Item_Redemption,Item_GuinsoosRageblade,Item_LastWhisper,Item_WarmogsArmor,Item_SpectralGauntlet,Item_RapidFireCannon,Item_AdaptiveHelm,Item_RunaansHurricane,Item_Crownguard","ASTrait:1,MeleeTrait:2,RhaastUniqueTrait:1,DRX:1,PsyOps:1,TahmKenchUniqueTrait:1,HPTank:2,HPTank:3,Primordian:1,SpaceGroove:1,DRX:2,HPTank:1",MasterYi,TahmKench,33,4.88,45.45,6.06,87.37
Akali+Belveth+Briar+Jinx+Kindred+Maokai+RekSai,"Akali,Belveth,Briar,Jinx,Kindred,Maokai,RekSai","Akali,Belveth,Briar,Jinx,Kindred,Maokai,RekSai","Item_Deathblade,Item_LastWhisper,Item_MadredsBloodrazor,Item_Quicksilver,Item_RunaansHurricane,Item_WarmogsArmor,Item_RapidFireCannon,Item_FrozenHeart,Item_GargoyleStoneplate,Item_UnstableConcoction,Item_ThiefsGloves,Item_Crownguard","Primordian:2,HPTank:1,MeleeTrait:1,DRX:1,ASTrait:2,ASTrait:3,AssassinTrait:1,AnimaSquad:1,DRX:2,TFTEvent5YR_TheCrew:2,ASTrait:4,TFTEvent5YR_Phantom:1",Jinx,RekSai,175,5.52,25.71,0.57,86.31
Aatrox+Jax+Jhin+Maokai+Mordekaiser+Morgana+Nunu+TahmKench+Xayah,"Aatrox,Jax,Jhin,Maokai,Mordekaiser,Morgana,Nunu,TahmKench,Xayah","Aatrox,Jax,Jhin,Maokai,Mordekaiser,Morgana,Nunu,TahmKench,Xayah","Item_RunaansHurricane,Item_FrozenHeart,Item_RapidFireCannon,Item_WarmogsArmor,Item_GargoyleStoneplate,Item_Redemption,Item_Crownguard,Item_StargazerEmblemItem,Item_Deathblade,Item_InfinityEdge,Item_MadredsBloodrazor,Item_AdaptiveHelm","DRX:1,DarkStar:1,HPTank:1,JhinUniqueTrait:1,MorganaUniqueTrait:1,ResistTank:1,ShieldTank:1,TahmKenchUniqueTrait:1,RangedTrait:1,Stargazer_Shield:1,Stargazer_Serpent:1,Stargazer_Mountain:4",Xayah,Morgana,22,4.77,45.45,0.0,86.03
Bard+Blitzcrank+Illaoi+Karma+Leona+Mordekaiser+Nunu+Sona,"Bard,Blitzcrank,Illaoi,Karma,Leona,Mordekaiser,Nunu,Sona","Bard,Blitzcrank,Illaoi,Karma,Leona,Mordekaiser,Nunu,Sona","Item_JeweledGauntlet,Item_StatikkShiv,Item_GargoyleStoneplate,Item_FrozenHeart,Item_RabadonsDeathcap,Item_SpearOfShojin,Item_PowerGauntlet,Item_Morellonomicon,Item_WarmogsArmor,Item_AdaptiveHelm,Item_ShieldTankEmblemItem,Item_MadredsBloodrazor","BlitzcrankUniqueTrait:1,DarkStar:1,ManaTrait:1,SonaUniqueTrait:1,SpaceGroove:1,FlexTrait:1,ShieldTank:3,ShieldTank:2,PsyOps:1,FlexTrait:2,ADMIN:1",Bard,Leona,35,4.94,45.71,2.86,85.54
Aatrox+Blitzcrank+Jax+Maokai+Nunu+Rhaast+Samira+TahmKench+Xayah,"Aatrox,Blitzcrank,Jax,Maokai,Nunu,Rhaast,Samira,TahmKench,Xayah","Aatrox,Blitzcrank,Jax,Maokai,Nunu,Rhaast,Samira,TahmKench,Xayah","Item_RunaansHurricane,Item_WarmogsArmor,Item_FrozenHeart,Item_StargazerEmblemItem,Item_RapidFireCannon,Item_Deathblade,Item_InfinityEdge,Item_Redemption,Item_GargoyleStoneplate,Item_ThiefsGloves,Item_Crownguard,Item_AdaptiveHelm","BlitzcrankUniqueTrait:1,DRX:1,HPTank:1,ResistTank:1,RhaastUniqueTrait:1,ShieldTank:1,TahmKenchUniqueTrait:1,RangedTrait:1,SpaceGroove:1,Stargazer_Shield:1,Stargazer_Serpent:1,Stargazer_Wolf:1",Xayah,TahmKench,23,4.65,34.78,0.0,84.32
Blitzcrank+Gwen+Morgana+Nami+Nasus+Ornn+Pantheon+Riven+TahmKench,"Blitzcrank,Gwen,Morgana,Nami,Nasus,Ornn,Pantheon,Riven,TahmKench","Blitzcrank,Gwen,Morgana,Nami,Nasus,Ornn,Pantheon,Riven,TahmKench","Item_JeweledGauntlet,Item_GargoyleStoneplate,Item_SpearOfShojin,Item_WarmogsArmor,Item_Leviathan,Item_StatikkShiv,Item_RapidFireCannon,Item_Crownguard,Item_FrozenHeart,Item_SpaceGrooveEmblemItem,Item_NightHarvester,Item_Redemption","APTrait:1,BlitzcrankUniqueTrait:1,HPTank:1,MorganaUniqueTrait:1,ShieldTank:1,TahmKenchUniqueTrait:1,Timebreaker:1,AssassinTrait:1,SpaceGroove:3,ResistTank:1,SpaceGroove:4,AssassinTrait:2",Nami,Morgana,22,4.86,45.45,0.0,84.21
Aatrox+Jax+Lulu+Maokai+Milio+Pantheon+TwistedFate,"Aatrox,Jax,Lulu,Maokai,Milio,Pantheon,TwistedFate","Aatrox,Jax,Lulu,Maokai,Milio,Pantheon,TwistedFate","Item_Leviathan,Item_GargoyleStoneplate,Item_JeweledGauntlet,Item_SpearOfShojin,Item_StargazerEmblemItem,Item_WarmogsArmor,Item_FrozenHeart,Item_Morellonomicon,Item_AdaptiveHelm,Item_RabadonsDeathcap,Item_Crownguard,Item_Redemption","APTrait:1,DRX:1,Fateweaver:1,ResistTank:1,HPTank:1,Timebreaker:1,Stargazer_Medallion:1,Stargazer_Fountain:1,Stargazer_Mountain:4,Stargazer_Serpent:1,Stargazer_Shield:1,Stargazer_Huntress:1",Lulu,Jax,605,5.85,21.98,0.83,82.02
