comp,units,core_units,core_items,core_traits,main_carry,main_tank,games,avg_place,top4_rate,win_rate,stability_score,units_kr,core_units_kr,core_items_kr,core_traits_kr,main_carry_kr,main_tank_kr
Aatrox+Akali+Blitzcrank+Fiora+Graves+Jhin+Morgana+Nunu+Shen+Vex,"Aatrox,Akali,Blitzcrank,Fiora,Graves,Jhin,Morgana,Nunu,Shen,Vex","Aatrox,Akali,Blitzcrank,Fiora,Graves,Jhin,Morgana,Nunu,Shen,Vex","Item_GuinsoosRageblade,Item_FrozenHeart,Item_ThiefsGloves,Item_Quicksilver,Item_MadredsBloodrazor,Item_SteraksGage,Item_AdaptiveHelm,Item_Deathblade,Item_WarmogsArmor,Item_PowerGauntlet,Item_RapidFireCannon,Item_EmptyBag","BlitzcrankUniqueTrait:1,DRX:1,FioraUniqueTrait:1,GravesTrait:1,JhinUniqueTrait:1,MeleeTrait:1,MorganaUniqueTrait:1,ResistTank:1,ShenUniqueTrait:1,ShieldTank:1,SpaceGroove:1,VexUniqueTrait:1",Graves,Nunu,51,1.92,94.12,50.98,182.16,"아트록스,아칼리,블리츠크랭크,피오라,그레이브즈,진,모르가나,누누와 윌럼프,쉔,벡스","아트록스,아칼리,블리츠크랭크,피오라,그레이브즈,진,모르가나,누누와 윌럼프,쉔,벡스","구인수의 격노검,수호자의 맹세,도적의 장갑,수은,거인 학살자,스테락의 도전,적응형 투구,죽음의 검,워모그의 갑옷,타격대의 철퇴,붉은 덩굴정령,EmptyBag","파티광 1,N.O.V.A. 1,신성 결투가 1,최신상 1,말살자 1,습격자 1,어둠의 여인 1,요새 1,보루 1,선봉대 1,우주 그루브 1,파멸자 1",그레이브즈,누누와 윌럼프
Aatrox+Blitzcrank+Jax+Jhin+Maokai+Nunu+Rhaast+Shen+TahmKench+Xayah,"Aatrox,Blitzcrank,Jax,Jhin,Maokai,Nunu,Rhaast,Shen,TahmKench,Xayah","Aatrox,Blitzcrank,Jax,Jhin,Maokai,Nunu,Rhaast,Shen,TahmKench,Xayah","Item_RunaansHurricane,Item_WarmogsArmor,Item_FrozenHeart,Item_StargazerEmblemItem,Item_RapidFireCannon,Item_Deathblade,Item_MadredsBloodrazor,Item_InfinityEdge,Item_Crownguard,Item_Redemption,Item_PowerGauntlet,Item_GargoyleStoneplate","BlitzcrankUniqueTrait:1,DRX:1,RhaastUniqueTrait:1,ShenUniqueTrait:1,SpaceGroove:1,TahmKenchUniqueTrait:1,HPTank:1,JhinUniqueTrait:1,RangedTrait:1,ShieldTank:1,ResistTank:1,Stargazer_Serpent:1",Xayah,TahmKench,21,1.71,100.0,42.86,181.72,"아트록스,블리츠크랭크,잭스,진,마오카이,누누와 윌럼프,라아스트,쉔,탐 켄치,자야","아트록스,블리츠크랭크,잭스,진,마오카이,누누와 윌럼프,라아스트,쉔,탐 켄치,자야","크라켄의 분노,워모그의 갑옷,수호자의 맹세,별돌보미 상징,붉은 덩굴정령,죽음의 검,거인 학살자,무한의 대검,크라운가드,정령의 형상,타격대의 철퇴,가고일 돌갑옷","파티광 1,N.O.V.A. 1,구원자 1,보루 1,우주 그루브 1,예언자 1,싸움꾼 1,말살자 1,저격수 1,선봉대 1,요새 1,별돌보미 1",자야,탐 켄치
Blitzcrank+Gwen+Morgana+Nami+Nasus+Ornn+Pantheon+Riven+Shen+TahmKench,"Blitzcrank,Gwen,Morgana,Nami,Nasus,Ornn,Pantheon,Riven,Shen,TahmKench","Blitzcrank,Gwen,Morgana,Nami,Nasus,Ornn,Pantheon,Riven,Shen,TahmKench","Item_JeweledGauntlet,Item_GargoyleStoneplate,Item_SpearOfShojin,Item_WarmogsArmor,Item_Leviathan,Item_StatikkShiv,Item_Crownguard,Item_Morellonomicon,Item_AdaptiveHelm,Item_SpaceGrooveEmblemItem,Item_RapidFireCannon,Item_ThiefsGloves","APTrait:1,BlitzcrankUniqueTrait:1,HPTank:1,MorganaUniqueTrait:1,ResistTank:1,ShenUniqueTrait:1,ShieldTank:1,TahmKenchUniqueTrait:1,AssassinTrait:1,Timebreaker:1,SpaceGroove:3,SpaceGroove:4",Nami,Ornn,35,1.89,97.14,42.86,179.25,"블리츠크랭크,그웬,모르가나,나미,나서스,오른,판테온,리븐,쉔,탐 켄치","블리츠크랭크,그웬,모르가나,나미,나서스,오른,판테온,리븐,쉔,탐 켄치","보석 건틀릿,가고일 돌갑옷,쇼진의 창,워모그의 갑옷,내셔의 이빨,공허의 지팡이,크라운가드,모렐로노미콘,적응형 투구,우주 그루브 상징,붉은 덩굴정령,도적의 장갑","복제자 1,파티광 1,싸움꾼 1,어둠의 여인 1,요새 1,보루 1,선봉대 1,예언자 1,불한당 1,시간 균열자 1,우주 그루브 3,우주 그루브 4",나미,오른
AurelionSol+Blitzcrank+Fiora+Galio+Karma+Mordekaiser+TahmKench+Urgot,"AurelionSol,Blitzcrank,Fiora,Galio,Karma,Mordekaiser,TahmKench,Urgot","AurelionSol,Blitzcrank,Fiora,Galio,Karma,Mordekaiser,TahmKench,Urgot","Item_GargoyleStoneplate,Item_JeweledGauntlet,Item_StatikkShiv,Item_WarmogsArmor,Item_SteraksGage,Item_RabadonsDeathcap,Item_MadredsBloodrazor,Item_Morellonomicon,Item_GuardianAngel,Item_AdaptiveHelm,Item_ThiefsGloves,Item_RapidFireCannon","BlitzcrankUniqueTrait:1,SpaceGroove:1,FioraUniqueTrait:1,HPTank:1,DarkStar:1,ManaTrait:1,MeleeTrait:1,ShieldTank:1,TahmKenchUniqueTrait:1,FlexTrait:1,Mecha:3,Mecha:2",AurelionSol,Galio,37,2.0,89.19,59.46,179.06,"아우렐리온 솔,블리츠크랭크,피오라,거대 메크 로봇,카르마,모데카이저,탐 켄치,우르곳","아우렐리온 솔,블리츠크랭크,피오라,거대 메크 로봇,카르마,모데카이저,탐 켄치,우르곳","가고일 돌갑옷,보석 건틀릿,공허의 지팡이,워모그의 갑옷,스테락의 도전,라바돈의 죽음모자,거인 학살자,모렐로노미콘,밤의 끝자락,적응형 투구,도적의 장갑,붉은 덩굴정령","파티광 1,우주 그루브 1,신성 결투가 1,싸움꾼 1,암흑의 별 1,전달자 1,습격자 1,선봉대 1,예언자 1,여행자 1,메카 3,메카 2",아우렐리온 솔,거대 메크 로봇
Aatrox+Akali+Blitzcrank+Fiora+Graves+Morgana+Nunu+Shen+Sona+Vex,"Aatrox,Akali,Blitzcrank,Fiora,Graves,Morgana,Nunu,Shen,Sona,Vex","Aatrox,Akali,Blitzcrank,Fiora,Graves,Morgana,Nunu,Shen,Sona,Vex","Item_ThiefsGloves,Item_GuinsoosRageblade,Item_SteraksGage,Item_FrozenHeart,Item_RapidFireCannon,Item_Quicksilver,Item_PowerGauntlet,Item_GargoyleStoneplate,Item_WarmogsArmor,Item_EmptyBag,Item_MadredsBloodrazor,Item_GuardianAngel","GravesTrait:1,BlitzcrankUniqueTrait:1,DRX:1,FioraUniqueTrait:1,MeleeTrait:1,MorganaUniqueTrait:1,ResistTank:1,ShenUniqueTrait:1,ShieldTank:1,SonaUniqueTrait:1,SpaceGroove:1,VexUniqueTrait:1",Vex,Nunu,26,1.88,96.15,46.15,178.52,"아트록스,아칼리,블리츠크랭크,피오라,그레이브즈,모르가나,누누와 윌럼프,쉔,소나,벡스","아트록스,아칼리,블리츠크랭크,피오라,그레이브즈,모르가나,누누와 윌럼프,쉔,소나,벡스","도적의 장갑,구인수의 격노검,스테락의 도전,수호자의 맹세,붉은 덩굴정령,수은,타격대의 철퇴,가고일 돌갑옷,워모그의 갑옷,EmptyBag,거인 학살자,밤의 끝자락","최신상 1,파티광 1,N.O.V.A. 1,신성 결투가 1,습격자 1,어둠의 여인 1,요새 1,보루 1,선봉대 1,지휘관 1,우주 그루브 1,파멸자 1",벡스,누누와 윌럼프
Aatrox+Akali+Blitzcrank+Fiora+Graves+Nunu+Rhaast+Shen+Sona+Vex,"Aatrox,Akali,Blitzcrank,Fiora,Graves,Nunu,Rhaast,Shen,Sona,Vex","Aatrox,Akali,Blitzcrank,Fiora,Graves,Nunu,Rhaast,Shen,Sona,Vex","Item_GuinsoosRageblade,Item_FrozenHeart,Item_ThiefsGloves,Item_EmptyBag,Item_Quicksilver,Item_SteraksGage,Item_Deathblade,Item_RapidFireCannon,Item_MadredsBloodrazor,Item_PowerGauntlet,Item_WarmogsArmor,Item_AdaptiveHelm","BlitzcrankUniqueTrait:1,DRX:1,FioraUniqueTrait:1,GravesTrait:1,RhaastUniqueTrait:1,ShenUniqueTrait:1,SonaUniqueTrait:1,SpaceGroove:1,VexUniqueTrait:1,MeleeTrait:1,ResistTank:1,ShieldTank:1",Graves,Nunu,38,2.0,92.11,52.63,178.33,"아트록스,아칼리,블리츠크랭크,피오라,그레이브즈,누누와 윌럼프,라아스트,쉔,소나,벡스","아트록스,아칼리,블리츠크랭크,피오라,그레이브즈,누누와 윌럼프,라아스트,쉔,소나,벡스","구인수의 격노검,수호자의 맹세,도적의 장갑,EmptyBag,수은,스테락의 도전,죽음의 검,붉은 덩굴정령,거인 학살자,타격대의 철퇴,워모그의 갑옷,적응형 투구","파티광 1,N.O.V.A. 1,신성 결투가 1,최신상 1,구원자 1,보루 1,지휘관 1,우주 그루브 1,파멸자 1,습격자 1,요새 1,선봉대 1",그레이브즈,누누와 윌럼프
Bard+Blitzcrank+Illaoi+Karma+Mordekaiser+Nunu+Rhaast+Sona+Vex,"Bard,Blitzcrank,Illaoi,Karma,Mordekaiser,Nunu,Rhaast,Sona,Vex","Bard,Blitzcrank,Illaoi,Karma,Mordekaiser,Nunu,Rhaast,Sona,Vex","Item_JeweledGauntlet,Item_GuinsoosRageblade,Item_StatikkShiv,Item_FrozenHeart,Item_GargoyleStoneplate,Item_MadredsBloodrazor,Item_WarmogsArmor,Item_RabadonsDeathcap,Item_ThiefsGloves,Item_Morellonomicon,Item_SpearOfShojin,Item_AdaptiveHelm","BlitzcrankUniqueTrait:1,DarkStar:1,ManaTrait:1,RhaastUniqueTrait:1,SonaUniqueTrait:1,SpaceGroove:1,VexUniqueTrait:1,ShieldTank:2,FlexTrait:1,FlexTrait:2,ShieldTank:3,FlexTrait:3",Vex,Nunu,84,2.21,90.48,44.05,177.72,"바드,블리츠크랭크,일라오이,카르마,모데카이저,누누와 윌럼프,라아스트,소나,벡스","바드,블리츠크랭크,일라오이,카르마,모데카이저,누누와 윌럼프,라아스트,소나,벡스","보석 건틀릿,구인수의 격노검,공허의 지팡이,수호자의 맹세,가고일 돌갑옷,거인 학살자,워모그의 갑옷,라바돈의 죽음모자,도적의 장갑,모렐로노미콘,쇼진의 창,적응형 투구","파티광 1,암흑의 별 1,전달자 1,구원자 1,지휘관 1,우주 그루브 1,파멸자 1,선봉대 2,여행자 1,여행자 2,선봉대 3,여행자 3",벡스,누누와 윌럼프
Aatrox+Bard+Jax+Jhin+Maokai+Mordekaiser+Nunu+Rhaast+TahmKench+Xayah,"Aatrox,Bard,Jax,Jhin,Maokai,Mordekaiser,Nunu,Rhaast,TahmKench,Xayah","Aatrox,Bard,Jax,Jhin,Maokai,Mordekaiser,Nunu,Rhaast,TahmKench,Xayah","Item_FrozenHeart,Item_RunaansHurricane,Item_WarmogsArmor,Item_InfinityEdge,Item_RapidFireCannon,Item_StargazerEmblemItem,Item_Crownguard,Item_PowerGauntlet,Item_Deathblade,Item_Redemption,Item_AdaptiveHelm,Item_NightHarvester","DRX:1,DarkStar:1,HPTank:1,JhinUniqueTrait:1,ManaTrait:1,ResistTank:1,RhaastUniqueTrait:1,ShieldTank:1,TahmKenchUniqueTrait:1,RangedTrait:1,Stargazer_Serpent:1,Stargazer_Wolf:1",Xayah,TahmKench,24,1.96,95.83,41.67,175.27,"아트록스,바드,잭스,진,마오카이,모데카이저,누누와 윌럼프,라아스트,탐 켄치,자야","아트록스,바드,잭스,진,마오카이,모데카이저,누누와 윌럼프,라아스트,탐 켄치,자야","수호자의 맹세,크라켄의 분노,워모그의 갑옷,무한의 대검,붉은 덩굴정령,별돌보미 상징,크라운가드,타격대의 철퇴,죽음의 검,정령의 형상,적응형 투구,굳건한 심장","N.O.V.A. 1,암흑의 별 1,싸움꾼 1,말살자 1,전달자 1,요새 1,구원자 1,선봉대 1,예언자 1,저격수 1,별돌보미 1,별돌보미 1",자야,탐 켄치
Bard+Blitzcrank+Illaoi+Karma+Mordekaiser+Morgana+Nunu+Sona+Vex,"Bard,Blitzcrank,Illaoi,Karma,Mordekaiser,Morgana,Nunu,Sona,Vex","Bard,Blitzcrank,Illaoi,Karma,Mordekaiser,Morgana,Nunu,Sona,Vex","Item_JeweledGauntlet,Item_GuinsoosRageblade,Item_StatikkShiv,Item_MadredsBloodrazor,Item_FrozenHeart,Item_WarmogsArmor,Item_ThiefsGloves,Item_GargoyleStoneplate,Item_AdaptiveHelm,Item_Morellonomicon,Item_RabadonsDeathcap,Item_SpearOfShojin","BlitzcrankUniqueTrait:1,DarkStar:1,ManaTrait:1,MorganaUniqueTrait:1,ShieldTank:2,SonaUniqueTrait:1,SpaceGroove:1,VexUniqueTrait:1,FlexTrait:1,FlexTrait:2,PsyOps:1",Vex,Nunu,71,2.21,92.96,38.03,175.02,"바드,블리츠크랭크,일라오이,카르마,모데카이저,모르가나,누누와 윌럼프,소나,벡스","바드,블리츠크랭크,일라오이,카르마,모데카이저,모르가나,누누와 윌럼프,소나,벡스","보석 건틀릿,구인수의 격노검,공허의 지팡이,거인 학살자,수호자의 맹세,워모그의 갑옷,도적의 장갑,가고일 돌갑옷,적응형 투구,모렐로노미콘,라바돈의 죽음모자,쇼진의 창","파티광 1,암흑의 별 1,전달자 1,어둠의 여인 1,선봉대 2,지휘관 1,우주 그루브 1,파멸자 1,여행자 1,여행자 2,초능력 1",벡스,누누와 윌럼프
Blitzcrank+Gwen+Jhin+Nami+Nasus+Ornn+Samira+Shen+Teemo,"Blitzcrank,Gwen,Jhin,Nami,Nasus,Ornn,Samira,Shen,Teemo","Blitzcrank,Gwen,Jhin,Nami,Nasus,Ornn,Samira,Shen,Teemo","Item_GargoyleStoneplate,Item_SpearOfShojin,Item_WarmogsArmor,Item_LastWhisper,Item_JeweledGauntlet,Item_Deathblade,Item_InfinityEdge,Item_Redemption,Item_ThiefsGloves,Item_Morellonomicon,Item_PowerGauntlet,Item_RapidFireCannon","BlitzcrankUniqueTrait:1,ShenUniqueTrait:1,JhinUniqueTrait:1,ResistTank:1,ShieldTank:1,SpaceGroove:4,RangedTrait:1,DarkStar:1,APTrait:1,AssassinTrait:1,RangedTrait:3,ResistTank:2",Ornn,Ornn,27,2.11,92.59,48.15,173.31,"블리츠크랭크,그웬,진,나미,나서스,오른,사미라,쉔,티모","블리츠크랭크,그웬,진,나미,나서스,오른,사미라,쉔,티모","가고일 돌갑옷,쇼진의 창,워모그의 갑옷,최후의 속삭임,보석 건틀릿,죽음의 검,무한의 대검,정령의 형상,도적의 장갑,모렐로노미콘,타격대의 철퇴,붉은 덩굴정령","파티광 1,보루 1,말살자 1,요새 1,선봉대 1,우주 그루브 4,저격수 1,암흑의 별 1,복제자 1,불한당 1,저격수 3,요새 2",오른,오른
Bard+Blitzcrank+Illaoi+Karma+Mordekaiser+Morgana+Nunu+Rhaast+Sona,"Bard,Blitzcrank,Illaoi,Karma,Mordekaiser,Morgana,Nunu,Rhaast,Sona","Bard,Blitzcrank,Illaoi,Karma,Mordekaiser,Morgana,Nunu,Rhaast,Sona","Item_JeweledGauntlet,Item_FrozenHeart,Item_StatikkShiv,Item_MadredsBloodrazor,Item_GargoyleStoneplate,Item_AdaptiveHelm,Item_Morellonomicon,Item_PowerGauntlet,Item_WarmogsArmor,Item_RabadonsDeathcap,Item_SpearOfShojin,Item_NightHarvester","SonaUniqueTrait:1,BlitzcrankUniqueTrait:1,RhaastUniqueTrait:1,SpaceGroove:1,DarkStar:1,ManaTrait:1,MorganaUniqueTrait:1,ShieldTank:2,FlexTrait:1,PsyOps:1,Astronaut:1,FlexTrait:2",Bard,Nunu,46,2.13,95.65,34.78,172.99,"바드,블리츠크랭크,일라오이,카르마,모데카이저,모르가나,누누와 윌럼프,라아스트,소나","바드,블리츠크랭크,일라오이,카르마,모데카이저,모르가나,누누와 윌럼프,라아스트,소나","보석 건틀릿,수호자의 맹세,공허의 지팡이,거인 학살자,가고일 돌갑옷,적응형 투구,모렐로노미콘,타격대의 철퇴,워모그의 갑옷,라바돈의 죽음모자,쇼진의 창,굳건한 심장","지휘관 1,파티광 1,구원자 1,우주 그루브 1,암흑의 별 1,전달자 1,어둠의 여인 1,선봉대 2,여행자 1,초능력 1,정령족 1,여행자 2",바드,누누와 윌럼프
Akali+Belveth+Briar+Jinx+Kindred+Maokai+Morgana+RekSai+Rhaast,"Akali,Belveth,Briar,Jinx,Kindred,Maokai,Morgana,RekSai,Rhaast","Akali,Belveth,Briar,Jinx,Kindred,Maokai,Morgana,RekSai,Rhaast","Item_Deathblade,Item_LastWhisper,Item_GargoyleStoneplate,Item_MadredsBloodrazor,Item_RunaansHurricane,Item_Crownguard,Item_Quicksilver,Item_RapidFireCannon,Item_WarmogsArmor,Item_SteraksGage,Item_FrozenHeart,Item_ThiefsGloves","DRX:1,HPTank:1,MeleeTrait:1,MorganaUniqueTrait:1,Primordian:2,RhaastUniqueTrait:1,ASTrait:2,ASTrait:3,AssassinTrait:1,AnimaSquad:1,TFTEvent5YR_Demacia:2,TFTEvent5YR_Heroic:1",Jinx,RekSai,41,2.17,95.12,34.15,171.03,"아칼리,벨베스,브라이어,징크스,킨드레드,마오카이,모르가나,렉사이,라아스트","아칼리,벨베스,브라이어,징크스,킨드레드,마오카이,모르가나,렉사이,라아스트","죽음의 검,최후의 속삭임,가고일 돌갑옷,거인 학살자,크라켄의 분노,크라운가드,수은,붉은 덩굴정령,워모그의 갑옷,스테락의 도전,수호자의 맹세,도적의 장갑","N.O.V.A. 1,싸움꾼 1,습격자 1,어둠의 여인 1,태고족 2,구원자 1,도전자 2,도전자 3,불한당 1,동물특공대 1,TFTEvent5YR_Demacia 2,TFTEvent5YR_Heroic 1",징크스,렉사이
AurelionSol+Bard+Blitzcrank+Galio+Karma+Mordekaiser+Morgana+Rhaast,"AurelionSol,Bard,Blitzcrank,Galio,Karma,Mordekaiser,Morgana,Rhaast","AurelionSol,Bard,Blitzcrank,Galio,Karma,Mordekaiser,Morgana,Rhaast","Item_GargoyleStoneplate,Item_JeweledGauntlet,Item_RabadonsDeathcap,Item_WarmogsArmor,Item_StatikkShiv,Item_MadredsBloodrazor,Item_PowerGauntlet,Item_Morellonomicon,Item_ThiefsGloves,Item_SpearOfShojin,Item_AdaptiveHelm,Item_FrozenHeart","BlitzcrankUniqueTrait:1,DarkStar:1,ManaTrait:2,MorganaUniqueTrait:1,RhaastUniqueTrait:1,ShieldTank:1,SpaceGroove:1,FlexTrait:1,Mecha:2,Mecha:1,FlexTrait:2",AurelionSol,Galio,38,2.21,94.74,34.21,169.65,"아우렐리온 솔,바드,블리츠크랭크,거대 메크 로봇,카르마,모데카이저,모르가나,라아스트","아우렐리온 솔,바드,블리츠크랭크,거대 메크 로봇,카르마,모데카이저,모르가나,라아스트","가고일 돌갑옷,보석 건틀릿,라바돈의 죽음모자,워모그의 갑옷,공허의 지팡이,거인 학살자,타격대의 철퇴,모렐로노미콘,도적의 장갑,쇼진의 창,적응형 투구,수호자의 맹세","파티광 1,암흑의 별 1,전달자 2,어둠의 여인 1,구원자 1,선봉대 1,우주 그루브 1,여행자 1,메카 2,메카 1,여행자 2",아우렐리온 솔,거대 메크 로봇
Bard+Blitzcrank+Illaoi+Karma+Mordekaiser+Morgana+Nunu+PVE_ElderDragon+Sona,"Bard,Blitzcrank,Illaoi,Karma,Mordekaiser,Morgana,Nunu,PVE_ElderDragon,Sona","Bard,Blitzcrank,Illaoi,Karma,Mordekaiser,Morgana,Nunu,PVE_ElderDragon,Sona","Item_RabadonsDeathcap,Item_JeweledGauntlet,Item_MadredsBloodrazor,Item_StatikkShiv,Item_GargoyleStoneplate,Item_SpearOfShojin,Item_Morellonomicon,Item_FrozenHeart,Item_AdaptiveHelm,Item_WarmogsArmor,Item_ThiefsGloves,Item_PowerGauntlet","BlitzcrankUniqueTrait:1,DarkStar:1,FlexTrait:1,ManaTrait:1,MorganaUniqueTrait:1,ShieldTank:2,SonaUniqueTrait:1,SpaceGroove:1",Bard,Morgana,20,2.1,95.0,30.0,168.0,"바드,블리츠크랭크,일라오이,카르마,모데카이저,모르가나,누누와 윌럼프,우주 장로 드래곤,소나","바드,블리츠크랭크,일라오이,카르마,모데카이저,모르가나,누누와 윌럼프,우주 장로 드래곤,소나","라바돈의 죽음모자,보석 건틀릿,거인 학살자,공허의 지팡이,가고일 돌갑옷,쇼진의 창,모렐로노미콘,수호자의 맹세,적응형 투구,워모그의 갑옷,도적의 장갑,타격대의 철퇴","파티광 1,암흑의 별 1,여행자 1,전달자 1,어둠의 여인 1,선봉대 2,지휘관 1,우주 그루브 1",바드,모르가나
Aatrox+Jax+Lulu+Maokai+Milio+Morgana+Pantheon+Rhaast+TwistedFate,"Aatrox,Jax,Lulu,Maokai,Milio,Morgana,Pantheon,Rhaast,TwistedFate","Aatrox,Jax,Lulu,Maokai,Milio,Morgana,Pantheon,Rhaast,TwistedFate","Item_Leviathan,Item_GargoyleStoneplate,Item_JeweledGauntlet,Item_SpearOfShojin,Item_WarmogsArmor,Item_FrozenHeart,Item_AdaptiveHelm,Item_StargazerEmblemItem,Item_NightHarvester,Item_Crownguard,Item_RabadonsDeathcap,Item_Morellonomicon","DRX:1,RhaastUniqueTrait:1,APTrait:1,Fateweaver:1,HPTank:1,MorganaUniqueTrait:1,ResistTank:1,Timebreaker:1,Stargazer_Medallion:1,Stargazer_Fountain:1,Stargazer_Huntress:1,Stargazer_Shield:1",Lulu,Jax,57,2.35,89.47,35.09,167.85,"아트록스,잭스,룰루,마오카이,밀리오,모르가나,판테온,라아스트,트위스티드 페이트","아트록스,잭스,룰루,마오카이,밀리오,모르가나,판테온,라아스트,트위스티드 페이트","내셔의 이빨,가고일 돌갑옷,보석 건틀릿,쇼진의 창,워모그의 갑옷,수호자의 맹세,적응형 투구,별돌보미 상징,굳건한 심장,크라운가드,라바돈의 죽음모자,모렐로노미콘","N.O.V.A. 1,구원자 1,복제자 1,운명술사 1,싸움꾼 1,어둠의 여인 1,요새 1,시간 균열자 1,별돌보미 1,별돌보미 1,별돌보미 1,별돌보미 1",룰루,잭스
Bard+Blitzcrank+Illaoi+Karma+Mordekaiser+Nunu+Pyke+Sona+Vex,"Bard,Blitzcrank,Illaoi,Karma,Mordekaiser,Nunu,Pyke,Sona,Vex","Bard,Blitzcrank,Illaoi,Karma,Mordekaiser,Nunu,Pyke,Sona,Vex","Item_GuinsoosRageblade,Item_JeweledGauntlet,Item_StatikkShiv,Item_RabadonsDeathcap,Item_MadredsBloodrazor,Item_ThiefsGloves,Item_FrozenHeart,Item_GargoyleStoneplate,Item_WarmogsArmor,Item_RapidFireCannon,Item_AdaptiveHelm,Item_SpearOfShojin","BlitzcrankUniqueTrait:1,DarkStar:1,ManaTrait:1,PsyOps:1,ShieldTank:2,SonaUniqueTrait:1,SpaceGroove:1,VexUniqueTrait:1,FlexTrait:2,Astronaut:1,TFTEvent5YR_Conqueror:2,TFTEvent5YR_Ixtal:1",Vex,Nunu,27,2.37,85.19,48.15,165.16,"바드,블리츠크랭크,일라오이,카르마,모데카이저,누누와 윌럼프,파이크,소나,벡스","바드,블리츠크랭크,일라오이,카르마,모데카이저,누누와 윌럼프,파이크,소나,벡스","구인수의 격노검,보석 건틀릿,공허의 지팡이,라바돈의 죽음모자,거인 학살자,도적의 장갑,수호자의 맹세,가고일 돌갑옷,워모그의 갑옷,붉은 덩굴정령,적응형 투구,쇼진의 창","파티광 1,암흑의 별 1,전달자 1,초능력 1,선봉대 2,지휘관 1,우주 그루브 1,파멸자 1,여행자 2,정령족 1,TFTEvent5YR_Conqueror 2,TFTEvent5YR_Ixtal 1",벡스,누누와 윌럼프
Belveth+Fiora+Gragas+Kindred+Maokai+MasterYi+Morgana+Rhaast+TahmKench+Urgot,"Belveth,Fiora,Gragas,Kindred,Maokai,MasterYi,Morgana,Rhaast,TahmKench,Urgot","Belveth,Fiora,Gragas,Kindred,Maokai,MasterYi,Morgana,Rhaast,TahmKench,Urgot","Item_GuardianAngel,Item_MadredsBloodrazor,Item_LastWhisper,Item_WarmogsArmor,Item_FrozenHeart,Item_GuinsoosRageblade,Item_SteraksGage,Item_Quicksilver,Item_PsyOps_ChemicalCapacitorMod,Item_UnstableConcoction,Item_Deathblade,Item_RedBuff","DRX:1,FioraUniqueTrait:1,MeleeTrait:2,MorganaUniqueTrait:1,PsyOps:1,RhaastUniqueTrait:1,TahmKenchUniqueTrait:1,ASTrait:1,HPTank:2,HPTank:3,ASTrait:2,TFTEvent5YR_Phantom:1",MasterYi,TahmKench,30,2.43,93.33,30.0,162.17,"벨베스,피오라,그라가스,킨드레드,마오카이,마스터 이,모르가나,라아스트,탐 켄치,우르곳","벨베스,피오라,그라가스,킨드레드,마오카이,마스터 이,모르가나,라아스트,탐 켄치,우르곳","밤의 끝자락,거인 학살자,최후의 속삭임,워모그의 갑옷,수호자의 맹세,구인수의 격노검,스테락의 도전,수은,악성코드 매트릭스,정의의 손길,죽음의 검,태양불꽃 망토","N.O.V.A. 1,신성 결투가 1,습격자 2,어둠의 여인 1,초능력 1,구원자 1,예언자 1,도전자 1,싸움꾼 2,싸움꾼 3,도전자 2,TFTEvent5YR_Phantom 1",마스터 이,탐 켄치
Blitzcrank+Gwen+Nami+Nasus+Ornn+Pantheon+Riven+Shen+TahmKench,"Blitzcrank,Gwen,Nami,Nasus,Ornn,Pantheon,Riven,Shen,TahmKench","Blitzcrank,Gwen,Nami,Nasus,Ornn,Pantheon,Riven,Shen,TahmKench","Item_JeweledGauntlet,Item_GargoyleStoneplate,Item_Leviathan,Item_WarmogsArmor,Item_SpearOfShojin,Item_StatikkShiv,Item_AdaptiveHelm,Item_Morellonomicon,Item_SpaceGrooveEmblemItem,Item_ThiefsGloves,Item_Redemption,Item_Bloodthirster","APTrait:1,BlitzcrankUniqueTrait:1,HPTank:1,ShenUniqueTrait:1,TahmKenchUniqueTrait:1,ResistTank:1,ShieldTank:1,Timebreaker:1,AssassinTrait:1,SpaceGroove:3,SpaceGroove:4,AssassinTrait:2",Nami,Ornn,195,3.32,74.36,17.44,157.87,"블리츠크랭크,그웬,나미,나서스,오른,판테온,리븐,쉔,탐 켄치","블리츠크랭크,그웬,나미,나서스,오른,판테온,리븐,쉔,탐 켄치","보석 건틀릿,가고일 돌갑옷,내셔의 이빨,워모그의 갑옷,쇼진의 창,공허의 지팡이,적응형 투구,모렐로노미콘,우주 그루브 상징,도적의 장갑,정령의 형상,피바라기","복제자 1,파티광 1,싸움꾼 1,보루 1,예언자 1,요새 1,선봉대 1,시간 균열자 1,불한당 1,우주 그루브 3,우주 그루브 4,불한당 2",나미,오른
